4.156.21.72 - - [15/Jul/2024:00:14:56 +0900] "GET /actuator/health HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/desktop_front-fe3c4b71d9e9065f7509e7887570cca6902a467a78a1a74aad66c8f140ccd872.css HTTP/1.1" 200 1129055
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/desktop_common_v2-174463b871c8b1f684e874f394980fc8267d7f870a87bb3185b66ed659e8287e.css HTTP/1.1" 200 41156
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/desktop_jply_style-5722c441eee9f7605fda329c4150d3eb40981b085c777dd037842f553e51eaf5.css HTTP/1.1" 200 8395
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/company/company-info-detail-7.css HTTP/1.1" 200 81407
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/7f85a56ba4.css HTTP/1.1" 200 1470
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/companies-afa4d7b5c5b020895de3ce30935faf8c1cc0ae8954ef59a46484c2edbc9108d5.css HTTP/1.1" 200 112958
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/company/company-info-detail-3.css HTTP/1.1" 200 23009
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/font-awesome-css.min.css HTTP/1.1" 200 30345
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /content/images/company/bg-header4.png HTTP/1.1" 404 856
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-Bold.subset.woff2 HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-Regular.subset.woff2 HTTP/1.1" 404 894
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-SemiBold.subset.woff2 HTTP/1.1" 404 895
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/Pretendard-Medium.woff2 HTTP/1.1" 200 778432
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-Regular.subset.woff HTTP/1.1" 404 892
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-Bold.subset.woff HTTP/1.1" 404 889
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-SemiBold.subset.woff HTTP/1.1" 404 893
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/Pretendard-Regular.woff2 HTTP/1.1" 200 765892
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/Pretendard-Bold.woff2 HTTP/1.1" 200 791156
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:02 +0900] "GET /recruit-app/assets/css/review/Pretendard-SemiBold.woff2 HTTP/1.1" 200 785856
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:16 +0900] "POST /recruit-app/review/updateRecommend.do HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:19 +0900] "POST /recruit-app/review/updateRecommend.do HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:21 +0900] "GET /recruit-app/review/loadMoreReviews.do?page=1&companyCode=comp_0001 HTTP/1.1" 200 9212
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:22 +0900] "POST /recruit-app/review/updateRecommend.do HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:26 +0900] "POST /recruit-app/review/updateRecommend.do HTTP/1.1" 200 72
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:31 +0900] "POST /recruit-app/review/updateRecommend.do HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:08:44 +0900] "POST /recruit-app/review/updateRecommend.do HTTP/1.1" 200 72
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:45 +0900] "GET /recruit-app/user/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:45 +0900] "GET /recruit-app/main/mainPage.do?name=%EC%9D%B4%EB%9D%B5%ED%99%94&userId=lee%40daum.net HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:45 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 65505
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:51 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 32545
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:51 +0900] "GET /recruit-app/assets/images/company/logo/comp_0006_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:51 +0900] "GET /recruit-app/assets/images/company/logo/comp_0007_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:51 +0900] "GET /recruit-app/assets/images/company/logo/comp_0008_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:51 +0900] "GET /recruit-app/assets/images/company/logo/comp_0011_logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:51 +0900] "GET /recruit-app/assets/images/company/logo/comp_0012_logo3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:54 +0900] "GET /recruit-app/recruits.do HTTP/1.1" 200 30859
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:55 +0900] "GET /recruit-app/assets/css/recruit/recruits.css HTTP/1.1" 404 866
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:55 +0900] "GET /recruit-app/assets/css/recruit/rcr-sv-202405271315.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:55 +0900] "GET /recruit-app/assets/css/recruit/part-sv-202405271315.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:55 +0900] "GET /recruit-app/api/recruits/counts.do HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:55 +0900] "GET /recruit-app/api/recruits.do?startNum=1&endNum=5 HTTP/1.1" 200 1280
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:57 +0900] "GET /recruit-app/recruit/detail.do?id=1 HTTP/1.1" 200 30753
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:57 +0900] "GET /content/images/ver_1/jobs/read/gir_sp_btn.png??20180718 HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:57 +0900] "GET /content/images/ver_1/jobs/read/bg_job_sum.png HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:57 +0900] "GET /content/images/ver_1/jobs/read/gir_sp_icn.png?20190129 HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:57 +0900] "GET /content/images/recruit/gi/bg_analytics_message.png HTTP/1.1" 404 873
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:57 +0900] "GET /recruit-app/api/recruit.do?id=1 HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:11:57 +0900] "GET /recruit-app/api/welfares.do?company=comp_0001 HTTP/1.1" 200 249
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:35 +0900] "GET /recruit-app/user/logout.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:35 +0900] "GET /recruit-app/main/mainPage.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:35 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 65505
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:37 +0900] "GET /recruit-app/companyinfo/companyinfoList.do HTTP/1.1" 200 32545
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:39 +0900] "GET /recruit-app/companyinfo/companyinfoDetail.do?companyCode=comp_0001 HTTP/1.1" 200 21986
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:39 +0900] "GET /content/images/company/bg-header4.png HTTP/1.1" 404 856
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /recruit-app/review/reviewResult.do?companyCode=comp_0001 HTTP/1.1" 200 44106
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-SemiBold.subset.woff2 HTTP/1.1" 404 895
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-Regular.subset.woff2 HTTP/1.1" 404 894
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-Bold.subset.woff2 HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-Regular.subset.woff HTTP/1.1" 404 892
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-Bold.subset.woff HTTP/1.1" 404 889
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-SemiBold.subset.woff HTTP/1.1" 404 893
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-Bold.subset.woff2 HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-Regular.subset.woff2 HTTP/1.1" 404 894
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-SemiBold.subset.woff2 HTTP/1.1" 404 895
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-Bold.subset.woff HTTP/1.1" 404 889
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-Regular.subset.woff HTTP/1.1" 404 892
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:40 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-SemiBold.subset.woff HTTP/1.1" 404 893
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:43 +0900] "POST /recruit-app/review/updateRecommend.do HTTP/1.1" 200 70
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:13:47 +0900] "GET /recruit-app/user/loginPage.do HTTP/1.1" 200 14603
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:00 +0900] "POST /recruit-app/user/login.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:00 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 65154
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:02 +0900] "GET /recruit-app/user/mypage/mypageUserInfo.do HTTP/1.1" 200 22002
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:02 +0900] "HEAD /recruit-app/assets/images/mypage/uploadImg/4a516063-7c84-4bee-b8cd-9609c497962d.jpg HTTP/1.1" 404 -
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:04 +0900] "GET /recruit-app/user/mypage/mypageCareer.do HTTP/1.1" 200 27069
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:04 +0900] "GET /recruit-app/api/mypage/getCareer.do?startNum=1&endNum=5 HTTP/1.1" 200 260
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:04 +0900] "GET /recruit-app/api/mypage/careerCount.do HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:05 +0900] "GET /recruit-app/user/mypage/mypageReview.do HTTP/1.1" 200 26949
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:05 +0900] "GET /recruit-app/api/mypage/getReviews.do HTTP/1.1" 200 166
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:05 +0900] "GET /recruit-app/api/mypage/reviewCount.do HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:07 +0900] "GET /recruit-app/review/reviewResult.do?companyCode=comp_0001 HTTP/1.1" 200 44528
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:07 +0900] "GET /content/images/company/bg-header4.png HTTP/1.1" 404 856
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:07 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-Regular.subset.woff2 HTTP/1.1" 404 894
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:07 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-SemiBold.subset.woff2 HTTP/1.1" 404 895
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:07 +0900] "GET /content/webfont/pretendard/woff2-subset/Pretendard-Bold.subset.woff2 HTTP/1.1" 404 891
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:07 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-Regular.subset.woff HTTP/1.1" 404 892
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:07 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-Bold.subset.woff HTTP/1.1" 404 889
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:07 +0900] "GET /content/webfont/pretendard/woff-subset/Pretendard-SemiBold.subset.woff HTTP/1.1" 404 893
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:14:11 +0900] "GET /recruit-app/main/main.do HTTP/1.1" 200 65154
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:01 +0900] "GET /recruit-app/recruits.do HTTP/1.1" 200 31245
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:01 +0900] "GET /recruit-app/assets/css/recruit/recruits.css HTTP/1.1" 404 866
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:01 +0900] "GET /recruit-app/api/recruits/counts.do HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:01 +0900] "GET /recruit-app/api/recruits.do?startNum=1&endNum=5 HTTP/1.1" 200 1280
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:03 +0900] "GET /recruit-app/api/recruits.do?startNum=6&endNum=10 HTTP/1.1" 200 1308
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:04 +0900] "GET /recruit-app/api/recruits.do?startNum=11&endNum=15 HTTP/1.1" 200 1289
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:05 +0900] "GET /recruit-app/api/recruits.do?startNum=16&endNum=20 HTTP/1.1" 200 1252
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:06 +0900] "GET /recruit-app/api/recruits.do?startNum=21&endNum=25 HTTP/1.1" 200 795
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:34 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=%EB%84%A5%EC%8A%A8&startDate=2024-06-27&endDate=2024-07-07&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:34 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=%EB%84%A5%EC%8A%A8&startDate=2024-06-27&endDate=2024-07-07&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:52 +0900] "GET /recruit-app/recruits.do HTTP/1.1" 200 31245
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:52 +0900] "GET /recruit-app/assets/css/recruit/recruits.css HTTP/1.1" 404 866
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:52 +0900] "GET /recruit-app/api/recruits/counts.do HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:52 +0900] "GET /recruit-app/api/recruits.do?startNum=1&endNum=5 HTTP/1.1" 200 1280
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:57 +0900] "GET /recruit-app/api/recruits.do?startNum=6&endNum=10 HTTP/1.1" 200 1308
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:16:59 +0900] "GET /recruit-app/api/recruits.do?startNum=11&endNum=15 HTTP/1.1" 200 1289
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:12 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:12 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:16 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:16 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:16 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:16 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:18 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=-4&endNum=-5&positions=BACKDEV HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:18 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=1&endNum=5&positions=BACKDEV HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:18 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=-4&endNum=-5&positions=BACKDEV HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:19 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=1&endNum=5&positions=BACKDEV HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:19 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=-4&endNum=-5&positions=BACKDEV%2CEMBDEV HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:19 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=%EC%B9%B4%EC%B9%B4%EC%98%A4&startDate=2024-06-11&endDate=2024-07-03&addr=&startNum=1&endNum=5&positions=BACKDEV%2CEMBDEV HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:22 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:22 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=&addr=&startNum=1&endNum=5 HTTP/1.1" 200 1280
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:23 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=&addr=&startNum=6&endNum=10 HTTP/1.1" 200 1308
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:27 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=&addr=&startNum=11&endNum=15 HTTP/1.1" 200 1289
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:37 +0900] "GET /recruit-app/api/recruits/counts.do?category=3&keyword=%EA%B3%B5%EA%B3%A0&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:37 +0900] "GET /recruit-app/api/recruits.do?category=3&keyword=%EA%B3%B5%EA%B3%A0&addr=&startNum=1&endNum=5 HTTP/1.1" 200 1308
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:38 +0900] "GET /recruit-app/api/recruits.do?category=3&keyword=%EA%B3%B5%EA%B3%A0&addr=&startNum=6&endNum=10 HTTP/1.1" 200 1289
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:39 +0900] "GET /recruit-app/api/recruits.do?category=3&keyword=%EA%B3%B5%EA%B3%A0&addr=&startNum=11&endNum=15 HTTP/1.1" 200 269
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:46 +0900] "GET /recruit-app/api/recruits/counts.do?category=3&keyword=&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:46 +0900] "GET /recruit-app/api/recruits.do?category=3&keyword=&addr=&startNum=1&endNum=5 HTTP/1.1" 200 1280
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:50 +0900] "GET /recruit-app/api/recruits/counts.do?category=3&keyword=%EB%AA%A8%EC%A7%91&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:51 +0900] "GET /recruit-app/api/recruits.do?category=3&keyword=%EB%AA%A8%EC%A7%91&addr=&startNum=1&endNum=5 HTTP/1.1" 200 264
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:17:55 +0900] "GET /recruit-app/api/recruits/counts.do?category=3&keyword=%EC%B1%84%EC%9A%A9&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:00 +0900] "GET /recruit-app/api/recruits/counts.do?category=2&keyword=%EC%B1%84%EC%9A%A9&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:03 +0900] "GET /recruit-app/api/recruits/counts.do?category=2&keyword=%EB%AA%A8%EC%A7%91&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:04 +0900] "GET /recruit-app/api/recruits/counts.do?category=2&keyword=%EB%AA%A8%EC%A7%91&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:14 +0900] "GET /recruit-app/api/recruits/counts.do?category=2&keyword=%EB%AA%A8%EC%A7%91&startDate=2024-06-13&endDate=2024-07-02&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:14 +0900] "GET /recruit-app/api/recruits/counts.do?category=2&keyword=%EB%AA%A8%EC%A7%91&startDate=2024-06-13&endDate=2024-07-02&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:14 +0900] "GET /recruit-app/api/recruits.do?category=2&keyword=%EB%AA%A8%EC%A7%91&startDate=2024-06-13&endDate=2024-07-02&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:18 +0900] "GET /recruit-app/api/recruits/counts.do?category=2&keyword=%EB%AA%A8%EC%A7%91&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:18 +0900] "GET /recruit-app/api/recruits.do?category=2&keyword=%EB%AA%A8%EC%A7%91&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:20 +0900] "GET /recruit-app/api/recruits/counts.do?category=2&keyword=%EB%AA%A8%EC%A7%91&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:20 +0900] "GET /recruit-app/api/recruits.do?category=2&keyword=%EB%AA%A8%EC%A7%91&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:27 +0900] "GET /recruit-app/api/recruits/counts.do?category=1&keyword=%EB%B0%B0%EB%8B%AC&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:27 +0900] "GET /recruit-app/api/recruits.do?category=1&keyword=%EB%B0%B0%EB%8B%AC&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:31 +0900] "GET /recruit-app/api/recruits/counts.do?category=3&keyword=%EB%B0%B0%EB%8B%AC&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:31 +0900] "GET /recruit-app/api/recruits.do?category=3&keyword=%EB%B0%B0%EB%8B%AC&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=1&endNum=5 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [15/Jul/2024:01:18:31 +0900] "GET /recruit-app/api/recruits/counts.do?category=3&keyword=%EB%B0%B0%EB%8B%AC&startDate=2024-06-13&endDate=2024-07-07&addr=&startNum=-4&endNum=-5 HTTP/1.1" 200 11
